t,x,y,v_x,v_y
310.687,16.0596,6.00209,0.0515718,1.47601e-05
317.392,16.4053,6.00219,0.051566,1.51748e-05
324.097,16.7511,6.0023,0.0515601,1.55947e-05
330.802,17.0968,6.0024,0.0515543,1.60198e-05
337.423,17.4381,6.00251,0.0515484,1.64449e-05
344.045,17.7794,6.00262,0.0515425,1.68752e-05
350.666,18.1207,6.00273,0.0515365,1.73109e-05
357.288,18.4619,6.00285,0.0515305,1.77521e-05
363.827,18.7988,6.00297,0.0515245,1.81932e-05
370.366,19.1357,6.00309,0.0515185,1.86398e-05
376.823,19.4684,6.00321,0.0515125,1.90864e-05
383.281,19.801,6.00333,0.0515065,1.95385e-05
389.738,20.1336,6.00346,0.0515004,1.99962e-05
396.196,20.4661,6.00359,0.0514942,2.04597e-05
402.562,20.7939,6.00372,0.0514881,2.09223e-05
408.927,21.1217,6.00386,0.0514819,2.13906e-05
415.293,21.4494,6.004,0.0514757,2.18648e-05
421.569,21.7724,6.00414,0.0514695,2.23381e-05
427.845,22.0954,6.00428,0.0514633,2.28173e-05
434.12,22.4183,6.00442,0.051457,2.33024e-05
440.396,22.7412,6.00457,0.0514507,2.37936e-05
446.671,23.0641,6.00472,0.0514443,2.4291e-05
452.847,23.3818,6.00487,0.051438,2.47866e-05
459.023,23.6994,6.00503,0.0514316,2.52884e-05
465.199,24.0171,6.00518,0.0514251,2.57965e-05
471.277,24.3296,6.00534,0.0514187,2.63027e-05
477.354,24.6421,6.0055,0.0514123,2.68152e-05
483.432,24.9545,6.00567,0.0514058,2.73341e-05
489.424,25.2625,6.00583,0.0513993,2.7852e-05
495.415,25.5705,6.006,0.0513928,2.83763e-05
501.407,25.8784,6.00617,0.0513863,2.89071e-05
507.398,26.1862,6.00635,0.0513796,2.94446e-05
513.325,26.4907,6.00652,0.051373,2.99829e-05
519.253,26.7952,6.0067,0.0513664,3.0528e-05
525.18,27.0997,6.00689,0.0513597,3.10798e-05
531.044,27.4008,6.00707,0.051353,3.16325e-05
536.908,27.7019,6.00726,0.0513462,3.21922e-05
542.771,28.003,6.00745,0.0513394,3.27588e-05
548.542,28.2992,6.00764,0.0513327,3.33234e-05
554.312,28.5954,6.00783,0.0513259,3.3895e-05
560.083,28.8916,6.00803,0.051319,3.44737e-05
565.792,29.1845,6.00823,0.0513122,3.50533e-05
571.501,29.4774,6.00843,0.0513053,3.56402e-05
577.148,29.7672,6.00863,0.0512984,3.62279e-05
582.796,30.0568,6.00884,0.0512914,3.6823e-05
588.443,30.3465,6.00905,0.0512844,3.74254e-05
594.03,30.633,6.00926,0.0512775,3.80288e-05
599.617,30.9195,6.00947,0.0512704,3.86397e-05
605.204,31.2059,6.00969,0.0512633,3.92582e-05
610.791,31.4923,6.00991,0.0512562,3.98844e-05
616.308,31.7751,6.01013,0.051249,4.05106e-05
621.826,32.0578,6.01036,0.0512419,4.11445e-05
627.343,32.3405,6.01059,0.0512346,4.17864e-05
632.861,32.6232,6.01082,0.0512273,4.24363e-05
638.272,32.9003,6.01105,0.0512201,4.30817e-05
643.683,33.1775,6.01129,0.0512128,4.3735e-05
648.999,33.4497,6.01152,0.0512056,4.43849e-05
654.315,33.7219,6.01176,0.0511983,4.50427e-05
659.631,33.9941,6.012,0.051191,4.57086e-05
664.947,34.2662,6.01225,0.0511836,4.63827e-05
670.263,34.5382,6.01249,0.0511762,4.70653e-05
675.579,34.8103,6.01275,0.0511687,4.77563e-05
680.793,35.077,6.013,0.0511613,4.84425e-05
686.007,35.3438,6.01325,0.0511538,4.91371e-05
691.22,35.6104,6.01351,0.0511462,4.98403e-05
696.334,35.872,6.01377,0.0511388,5.05385e-05
701.447,36.1334,6.01403,0.0511312,5.12453e-05
706.56,36.3949,6.01429,0.0511237,5.19607e-05
711.674,36.6563,6.01456,0.051116,5.2685e-05
716.787,36.9176,6.01483,0.0511083,5.34182e-05
721.901,37.1789,6.0151,0.0511005,5.41605e-05
727.014,37.4402,6.01538,0.0510927,5.49121e-05
732.127,37.7014,6.01566,0.0510848,5.56732e-05
737.241,37.9626,6.01595,0.0510768,5.64438e-05
742.175,38.2146,6.01623,0.0510691,5.71966e-05
747.109,38.4666,6.01652,0.0510613,5.79586e-05
752.043,38.7185,6.0168,0.0510534,5.873e-05
756.977,38.9704,6.0171,0.0510455,5.95109e-05
761.911,39.2222,6.01739,0.0510375,6.03015e-05
766.845,39.474,6.01769,0.0510294,6.11019e-05
771.779,39.7258,6.01799,0.0510213,6.19123e-05
776.593,39.9714,6.01829,0.0510133,6.2713e-05
781.408,40.217,6.0186,0.0510052,6.35234e-05
786.223,40.4626,6.01891,0.0509971,6.43438e-05
791.038,40.7081,6.01922,0.0509889,6.51744e-05
795.853,40.9536,6.01953,0.0509806,6.60153e-05
800.667,41.199,6.01985,0.0509723,6.68667e-05
805.431,41.4418,6.02017,0.050964,6.77194e-05
810.194,41.6845,6.0205,0.0509556,6.85828e-05
814.906,41.9246,6.02082,0.0509472,6.94475e-05
819.618,42.1647,6.02115,0.0509388,7.03229e-05
824.216,42.3989,6.02148,0.0509305,7.11877e-05
828.815,42.633,6.02181,0.0509222,7.2063e-05
833.413,42.8672,6.02214,0.0509137,7.29491e-05
838.011,43.1013,6.02248,0.0509052,7.3846e-05
842.609,43.3353,6.02282,0.0508967,7.4754e-05
847.208,43.5693,6.02317,0.0508881,7.56732e-05
851.806,43.8033,6.02352,0.0508794,7.66038e-05
856.339,44.0339,6.02387,0.0508707,7.75327e-05
860.823,44.262,6.02422,0.0508621,7.84628e-05
865.308,44.4901,6.02457,0.0508534,7.94044e-05
869.792,44.7181,6.02493,0.0508446,8.03575e-05
874.277,44.9461,6.02529,0.0508358,8.13225e-05
878.761,45.1741,6.02566,0.0508269,8.22994e-05
883.182,45.3988,6.02602,0.050818,8.32744e-05
887.603,45.6234,6.02639,0.0508091,8.42614e-05
891.976,45.8456,6.02676,0.0508002,8.52498e-05
896.35,46.0677,6.02714,0.0507912,8.62504e-05
900.676,46.2875,6.02751,0.0507823,8.72524e-05
904.957,46.5048,6.02789,0.0507734,8.82557e-05
909.237,46.7221,6.02827,0.0507644,8.92713e-05
913.517,46.9394,6.02865,0.0507553,9.02993e-05
917.797,47.1566,6.02904,0.0507462,9.13398e-05
922.077,47.3738,6.02944,0.0507369,9.23932e-05
926.304,47.5882,6.02983,0.0507278,9.34462e-05
930.531,47.8026,6.03023,0.0507185,9.45121e-05
934.713,48.0147,6.03062,0.0507093,9.55795e-05
938.894,48.2267,6.03103,0.0507,9.666e-05
943.076,48.4387,6.03143,0.0506906,9.77536e-05
947.257,48.6506,6.03184,0.0506812,9.88608e-05
951.38,48.8595,6.03225,0.0506718,9.99656e-05
955.502,49.0684,6.03267,0.0506624,0.000101084
959.624,49.2772,6.03309,0.0506528,0.000102216
963.746,49.486,6.03351,0.0506432,0.000103362
967.868,49.6948,6.03394,0.0506335,0.000104522
971.925,49.9001,6.03436,0.0506239,0.000105678
975.931,50.1029,6.03479,0.0506143,0.000106833
979.938,50.3057,6.03522,0.0506047,0.000108003
983.944,50.5084,6.03566,0.0505949,0.000109186
987.95,50.7111,6.0361,0.0505851,0.000110384
991.956,50.9137,6.03654,0.0505753,0.000111597
995.962,51.1163,6.03699,0.0505653,0.000112825
999.898,51.3153,6.03744,0.0505554,0.000114046
1003.83,51.5142,6.03789,0.0505455,0.000115282
1007.77,51.7132,6.03834,0.0505355,0.000116533
1011.71,51.912,6.0388,0.0505254,0.0001178
1015.64,52.1109,6.03927,0.0505152,0.000119082
1019.58,52.3097,6.03974,0.0505049,0.00012038
1023.51,52.5084,6.04022,0.0504945,0.000121694
1027.36,52.7027,6.04069,0.0504843,0.000122995
1031.21,52.8969,6.04116,0.050474,0.000124311
1035.05,53.091,6.04165,0.0504637,0.000125644
1038.83,53.2814,6.04212,0.0504534,0.000126967
1042.6,53.4717,6.0426,0.0504431,0.000128306
1046.37,53.662,6.04309,0.0504327,0.000129662
1050.15,53.8523,6.04358,0.0504222,0.000131034
1053.92,54.0425,6.04408,0.0504116,0.000132423
1057.69,54.2327,6.04458,0.0504009,0.000133829
1061.46,54.4228,6.04509,0.0503902,0.000135253
1065.24,54.6129,6.0456,0.0503793,0.000136694
1068.93,54.7987,6.04611,0.0503686,0.000138121
1072.61,54.9845,6.04662,0.0503579,0.000139565
1076.3,55.1702,6.04714,0.050347,0.000141026
1079.99,55.3558,6.04766,0.0503361,0.000142506
1083.68,55.5414,6.04819,0.050325,0.000144004
1087.28,55.7228,6.04871,0.0503142,0.000145486
1090.89,55.9042,6.04924,0.0503032,0.000146987
1094.49,56.0855,6.04977,0.0502921,0.000148505
1098.1,56.2668,6.05031,0.050281,0.000150043
1101.7,56.448,6.05085,0.0502698,0.000151599
1105.27,56.6272,6.0514,0.0502586,0.000153158
1108.83,56.8065,6.05195,0.0502473,0.000154736
1112.32,56.9816,6.05249,0.0502362,0.000156298
1115.81,57.1567,6.05303,0.050225,0.000157878
1119.29,57.3317,6.05359,0.0502137,0.000159477
1122.78,57.5068,6.05415,0.0502023,0.000161097
1126.26,57.6817,6.05471,0.0501908,0.000162735
1129.71,57.8548,6.05528,0.0501794,0.000164377
1133.16,58.0278,6.05584,0.0501678,0.000166038
1136.61,58.2008,6.05642,0.0501562,0.00016772
1140.02,58.3719,6.057,0.0501446,0.000169404
1143.43,58.5429,6.05758,0.0501329,0.000171108
1146.84,58.7139,6.05816,0.0501211,0.000172834
1150.25,58.8849,6.05876,0.0501092,0.000174581
1153.58,59.0514,6.05934,0.0500976,0.000176304
1156.9,59.2179,6.05993,0.0500858,0.000178047
1160.22,59.3843,6.06052,0.050074,0.000179812
1163.55,59.5507,6.06112,0.050062,0.000181598
1166.87,59.7171,6.06173,0.05005,0.000183406
1170.2,59.8834,6.06234,0.0500378,0.000185236
1173.47,60.0474,6.06295,0.0500258,0.000187063
1176.75,60.2112,6.06357,0.0500136,0.000188911
1180.02,60.3751,6.06419,0.0500014,0.000190783
1183.3,60.5389,6.06482,0.049989,0.000192677
1186.58,60.7027,6.06545,0.0499766,0.000194595
1189.81,60.8641,6.06608,0.0499642,0.000196508
1193.04,61.0254,6.06672,0.0499517,0.000198446
1196.27,61.1868,6.06737,0.0499391,0.000200407
1199.45,61.3455,6.06801,0.0499267,0.00020236
1202.62,61.5041,6.06865,0.0499141,0.000204337
1205.76,61.6608,6.0693,0.0499016,0.000206314
1208.9,61.8174,6.06995,0.049889,0.000208314
1212.04,61.974,6.0706,0.0498763,0.000210339
1215.18,62.1306,6.07127,0.0498635,0.000212388
1218.32,62.2871,6.07194,0.0498506,0.000214463
1221.46,62.4435,6.07261,0.0498375,0.000216563
1224.6,62.5999,6.0733,0.0498244,0.000218689
1227.74,62.7563,6.07399,0.0498112,0.000220842
1230.81,62.9094,6.07467,0.0497981,0.000222975
1233.88,63.0624,6.07536,0.049785,0.000225134
1236.96,63.2154,6.07605,0.0497717,0.00022732
1240.03,63.3684,6.07676,0.0497583,0.000229533
1243.04,63.5183,6.07745,0.0497451,0.00023173
1246.06,63.6682,6.07815,0.0497318,0.000233954
1249.07,63.8181,6.07886,0.0497184,0.000236205
1252.09,63.968,6.07958,0.0497049,0.000238484
1255.1,64.1178,6.0803,0.0496912,0.00024079
1258.12,64.2675,6.08103,0.0496775,0.000243125
1261.06,64.4139,6.08175,0.0496639,0.000245436
1264.01,64.5602,6.08247,0.0496503,0.000247774
1266.9,64.7039,6.08319,0.0496367,0.000250099
1269.76,64.8457,6.08391,0.0496233,0.000252423
1272.62,64.9876,6.08464,0.0496097,0.000254775
1275.48,65.1293,6.08537,0.0495961,0.000257154
1278.34,65.2711,6.08611,0.0495823,0.000259563
1281.2,65.4128,6.08685,0.0495684,0.000262
1284.05,65.5545,6.08761,0.0495544,0.000264467
1286.83,65.6919,6.08834,0.0495407,0.000266888
1289.6,65.8292,6.08909,0.049527,0.000269339
1292.37,65.9666,6.08984,0.0495131,0.000271819
1295.11,66.1022,6.09058,0.0494993,0.000274296
1297.85,66.2377,6.09134,0.0494853,0.000276803
1300.59,66.3732,6.0921,0.0494713,0.00027934
1303.33,66.5087,6.09287,0.0494572,0.000281906
1306.03,66.6424,6.09363,0.0494431,0.000284471
1308.74,66.7761,6.09441,0.0494289,0.000287066
1311.44,66.9098,6.09519,0.0494146,0.000289692
1314.15,67.0434,6.09597,0.0494002,0.00029235
1316.85,67.177,6.09677,0.0493857,0.000295038
1319.51,67.3082,6.09756,0.0493714,0.000297712
1322.16,67.4393,6.09835,0.0493569,0.000300416
1324.82,67.5705,6.09915,0.0493423,0.000303153
1327.48,67.7015,6.09996,0.0493276,0.000305922
1330.14,67.8326,6.10078,0.0493128,0.000308725
1332.79,67.9636,6.1016,0.0492979,0.000311561
1335.45,68.0945,6.10243,0.0492829,0.000314431
1338.11,68.2255,6.10327,0.0492677,0.000317335
1340.76,68.3563,6.10412,0.0492524,0.000320275
1343.42,68.4872,6.10498,0.049237,0.000323251
1346.08,68.618,6.10584,0.0492215,0.000326263
1348.66,68.7452,6.10669,0.0492063,0.000329228
1351.25,68.8723,6.10754,0.049191,0.000332228
1353.83,68.9994,6.1084,0.0491756,0.000335265
1356.41,69.1265,6.10927,0.04916,0.000338338
1359,69.2535,6.11015,0.0491443,0.000341448
1361.58,69.3805,6.11104,0.0491285,0.000344596
1364.17,69.5074,6.11193,0.0491126,0.000347782
1366.75,69.6343,6.11284,0.0490965,0.000351007
1369.26,69.7575,6.11372,0.0490808,0.000354176
1371.77,69.8807,6.11461,0.049065,0.000357383
1374.22,70.001,6.11549,0.0490494,0.000360555
1376.68,70.1213,6.11638,0.0490337,0.000363765
1379.13,70.2416,6.11728,0.0490178,0.000367012
1381.58,70.3618,6.11818,0.0490019,0.000370298
1384.04,70.482,6.11909,0.0489858,0.000373622
1386.49,70.6021,6.12002,0.0489696,0.000376987
1388.94,70.7222,6.12094,0.0489533,0.000380391
1391.33,70.8392,6.12186,0.0489373,0.000383747
1393.72,70.9561,6.12278,0.0489211,0.000387142
1396.11,71.073,6.12371,0.0489049,0.000390578
1398.5,71.1898,6.12465,0.0488885,0.000394054
1400.89,71.3067,6.12559,0.048872,0.000397571
1403.28,71.4234,6.12655,0.0488554,0.000401129
1405.67,71.5402,6.12751,0.0488386,0.000404731
1408.06,71.6569,6.12848,0.0488217,0.000408375
1410.45,71.7735,6.12946,0.0488047,0.000412063
1412.84,71.8901,6.13045,0.0487875,0.000415795
1415.23,72.0067,6.13145,0.0487703,0.000419573
1417.62,72.1232,6.13245,0.0487528,0.000423397
1420.01,72.2397,6.13347,0.0487353,0.000427267
1422.31,72.3519,6.13446,0.0487182,0.00043104
1424.61,72.464,6.13546,0.0487011,0.000434858
1426.92,72.5761,6.13646,0.0486838,0.00043872
1429.22,72.6882,6.13748,0.0486663,0.000442629
1431.52,72.8002,6.1385,0.0486488,0.000446585
1433.82,72.9122,6.13953,0.0486311,0.000450588
1436.12,73.0242,6.14057,0.0486132,0.000454639
1438.43,73.1361,6.14163,0.0485953,0.000458738
1440.65,73.244,6.14265,0.0485778,0.000462741
1442.87,73.3519,6.14368,0.0485602,0.000466791
1445.09,73.4598,6.14472,0.0485425,0.000470889
1447.31,73.5676,6.14577,0.0485246,0.000475034
1449.53,73.6754,6.14683,0.0485066,0.000479229
1451.76,73.7831,6.1479,0.0484884,0.000483473
1453.98,73.8908,6.14898,0.0484702,0.000487768
1456.2,73.9985,6.15007,0.0484518,0.000492114
1458.42,74.1061,6.15117,0.0484332,0.000496513
1460.64,74.2137,6.15228,0.0484145,0.000500964
1462.86,74.3212,6.1534,0.0483957,0.000505469
1465.09,74.4287,6.15452,0.0483767,0.000510028
1467.31,74.5362,6.15566,0.0483575,0.000514643
1469.53,74.6436,6.15681,0.0483383,0.000519314
1471.75,74.7509,6.15797,0.0483188,0.000524042
1473.93,74.8562,6.15912,0.0482996,0.000528735
1476.08,74.9601,6.16026,0.0482805,0.000533426
1478.23,75.064,6.16141,0.0482613,0.000538173
1480.38,75.1678,6.16257,0.0482419,0.000542976
1482.51,75.2705,6.16374,0.0482225,0.000547785
1484.64,75.3731,6.16491,0.0482031,0.000552652
1486.75,75.4746,6.16608,0.0481836,0.000557524
1488.85,75.576,6.16725,0.0481641,0.000562454
1490.96,75.6774,6.16844,0.0481444,0.000567442
1493.07,75.7788,6.16964,0.0481245,0.000572491
1495.17,75.8801,6.17086,0.0481045,0.0005776
1497.24,75.9798,6.17206,0.0480846,0.000582688
1499.29,76.0783,6.17326,0.0480649,0.000587781
1501.34,76.1768,6.17447,0.0480449,0.000592934
1503.39,76.2753,6.17569,0.0480249,0.000598148
1505.42,76.3725,6.17691,0.0480049,0.000603358
1507.44,76.4697,6.17813,0.0479848,0.00060863
1509.47,76.5668,6.17937,0.0479645,0.000613964
1511.49,76.6639,6.18062,0.0479441,0.000619361
1513.52,76.761,6.18188,0.0479235,0.000624822
1515.54,76.858,6.18315,0.0479028,0.000630349
1517.54,76.9535,6.18441,0.0478822,0.000635862
1519.53,77.0491,6.18569,0.0478614,0.00064144
1521.53,77.1446,6.18697,0.0478405,0.000647084
1523.52,77.2401,6.18827,0.0478195,0.000652795
1525.52,77.3355,6.18958,0.0477983,0.000658575
1527.48,77.429,6.19087,0.0477773,0.000664311
1529.44,77.5225,6.19218,0.0477562,0.000670115
1531.39,77.616,6.1935,0.0477349,0.000675987
1533.32,77.7081,6.19481,0.0477138,0.000681844
1535.25,77.8001,6.19613,0.0476925,0.00068777
1537.18,77.8921,6.19746,0.0476711,0.000693766
1539.11,77.9841,6.19881,0.0476495,0.000699832
1541.04,78.076,6.20016,0.0476278,0.00070597
1542.97,78.1679,6.20153,0.0476058,0.000712182
1544.9,78.2598,6.20291,0.0475838,0.000718467
1546.83,78.3516,6.2043,0.0475615,0.000724828
1548.76,78.4433,6.20571,0.0475391,0.000731265
1550.69,78.535,6.20712,0.0475165,0.000737779
1552.62,78.6267,6.20855,0.0474938,0.000744372
1554.55,78.7183,6.21,0.0474709,0.000751045
1556.48,78.8099,6.21145,0.0474478,0.000757799
1558.41,78.9014,6.21292,0.0474245,0.000764635
1560.34,78.9929,6.2144,0.0474011,0.000771555
1562.27,79.0844,6.2159,0.0473774,0.00077856
1564.17,79.1745,6.21739,0.047354,0.000785549
1566.01,79.2617,6.21884,0.0473311,0.000792396
1567.85,79.3488,6.22031,0.047308,0.000799324
1569.69,79.4359,6.22178,0.0472848,0.000806334
1571.54,79.5229,6.22328,0.0472614,0.000813427
1573.38,79.6099,6.22478,0.0472379,0.000820605
1575.22,79.6969,6.2263,0.0472141,0.000827869
1577.06,79.7838,6.22783,0.0471902,0.000835219
1578.9,79.8707,6.22937,0.0471661,0.000842658
1580.74,79.9575,6.23093,0.0471418,0.000850187
1582.58,80.0443,6.2325,0.0471174,0.000857807
1584.41,80.1301,6.23407,0.047093,0.000865437
1586.23,80.2159,6.23566,0.0470685,0.000873158
1588.05,80.3016,6.23726,0.0470437,0.000880973
1589.87,80.3873,6.23887,0.0470188,0.000888882
1591.67,80.4718,6.24047,0.046994,0.000896788
1593.47,80.5563,6.24209,0.046969,0.000904788
1595.27,80.6408,6.24373,0.0469439,0.000912885
1597.05,80.7243,6.24536,0.0469188,0.000920992
1598.83,80.8078,6.24701,0.0468935,0.000929196
1600.61,80.8912,6.24867,0.0468681,0.000937499
1602.39,80.9746,6.25034,0.0468424,0.000945903
1604.14,81.0569,6.25201,0.0468169,0.000954302
1605.9,81.1392,6.2537,0.0467912,0.000962801
1607.64,81.2205,6.25538,0.0467656,0.000971311
1609.38,81.3018,6.25708,0.0467398,0.000979922
1611.12,81.383,6.25879,0.0467139,0.000988636
1612.85,81.4642,6.26051,0.0466877,0.000997455
1614.59,81.5454,6.26226,0.0466613,0.00100638
1616.33,81.6265,6.26401,0.0466348,0.00101541
1618.07,81.7075,6.26579,0.046608,0.00102456
1619.81,81.7886,6.26758,0.0465811,0.00103381
1621.55,81.8695,6.26938,0.0465539,0.00104318
1623.24,81.9485,6.27116,0.0465272,0.00105243
1624.94,82.0274,6.27295,0.0465003,0.00106179
1626.64,82.1063,6.27476,0.0464732,0.00107126
1628.33,82.1851,6.27659,0.046446,0.00108085
1630.03,82.2639,6.27843,0.0464185,0.00109056
1631.73,82.3426,6.28029,0.0463908,0.00110038
1633.42,82.4213,6.28216,0.0463629,0.00111032
1635.12,82.4999,6.28406,0.0463348,0.00112038
1636.82,82.5785,6.28597,0.0463065,0.00113056
1638.51,82.657,6.28789,0.046278,0.00114087
1640.21,82.7355,6.28984,0.0462493,0.00115131
1641.91,82.814,6.2918,0.0462204,0.00116187
1643.6,82.8924,6.29378,0.0461913,0.00117257
1645.28,82.9697,6.29575,0.0461623,0.00118326
1646.96,83.0471,6.29774,0.0461331,0.00119408
1648.63,83.1243,6.29975,0.0461036,0.00120504
1650.31,83.2016,6.30178,0.046074,0.00121613
1651.98,83.2787,6.30383,0.0460442,0.00122736
1653.63,83.3548,6.30587,0.0460145,0.00123856
1655.28,83.4307,6.30792,0.0459846,0.0012499
1656.94,83.5067,6.31,0.0459546,0.00126139
1658.59,83.5825,6.31209,0.0459242,0.00127301
1660.21,83.6572,6.31417,0.0458942,0.00128459
1661.84,83.7317,6.31626,0.0458639,0.00129631
1663.46,83.8063,6.31838,0.0458335,0.00130817
1665.09,83.8807,6.32052,0.0458028,0.00132018
1666.7,83.9542,6.32265,0.0457722,0.00133218
1668.3,84.0277,6.32479,0.0457415,0.00134433
1669.91,84.1011,6.32696,0.0457105,0.00135663
1671.51,84.1744,6.32915,0.0456793,0.00136908
1673.12,84.2477,6.33136,0.0456479,0.00138168
1674.72,84.321,6.33359,0.0456162,0.00139444
1676.33,84.3942,6.33583,0.0455843,0.00140735
1677.93,84.4673,6.3381,0.0455522,0.00142042
1679.54,84.5404,6.34039,0.0455198,0.00143366
1681.14,84.6135,6.34271,0.0454873,0.00144705
1682.75,84.6865,6.34504,0.0454544,0.00146062
1684.35,84.7594,6.3474,0.0454214,0.00147436
1685.96,84.8323,6.34977,0.0453881,0.00148826
1687.56,84.9051,6.35217,0.0453545,0.00150234
1689.15,84.9771,6.35457,0.0453211,0.00151645
1690.74,85.0491,6.35699,0.0452874,0.00153073
1692.33,85.1209,6.35943,0.0452535,0.00154519
1693.92,85.1928,6.3619,0.0452193,0.00155983
1695.48,85.2637,6.36436,0.0451853,0.00157447
1697.05,85.3345,6.36684,0.0451511,0.00158929
1698.62,85.4053,6.36934,0.0451166,0.00160429
1700.19,85.476,6.37187,0.0450819,0.00161949
1701.76,85.5467,6.37442,0.0450469,0.00163487
1703.3,85.6163,6.37696,0.0450122,0.00165023
1704.85,85.6859,6.37952,0.0449773,0.00166577
1706.39,85.7554,6.38211,0.044942,0.00168151
1707.94,85.8248,6.38472,0.0449066,0.00169744
1709.47,85.8935,6.38733,0.0448712,0.0017134
1711,85.9621,6.38996,0.0448356,0.00172956
1712.53,86.0306,6.39262,0.0447998,0.00174592
1714.01,86.0968,6.39521,0.0447649,0.00176192
1715.48,86.1629,6.39783,0.0447298,0.00177812
1716.94,86.2282,6.40044,0.0446949,0.0017943
1718.4,86.2934,6.40307,0.0446597,0.00181068
1719.86,86.3586,6.40572,0.0446243,0.00182726
1721.32,86.4237,6.4084,0.0445887,0.00184403
1722.77,86.488,6.41108,0.0445532,0.00186082
1724.21,86.5524,6.41378,0.0445175,0.00187781
1725.66,86.6166,6.4165,0.0444815,0.00189501
1727.1,86.6808,6.41925,0.0444453,0.00191241
1728.53,86.7443,6.42199,0.0444093,0.00192983
1729.96,86.8077,6.42476,0.044373,0.00194746
1731.38,86.8711,6.42756,0.0443365,0.00196529
1732.81,86.9344,6.43038,0.0442997,0.00198334
1734.24,86.9976,6.43322,0.0442627,0.00200161
1735.62,87.0585,6.43599,0.0442268,0.00201941
1736.99,87.1194,6.43878,0.0441907,0.00203742
1738.37,87.1802,6.4416,0.0441543,0.00205564
1739.72,87.2398,6.44439,0.0441184,0.00207374
1741.07,87.2995,6.44721,0.0440822,0.00209206
1742.43,87.359,6.45005,0.0440458,0.00211057
1743.78,87.4186,6.45291,0.0440092,0.00212931
1745.13,87.4781,6.45581,0.0439724,0.00214825
1746.47,87.5367,6.45869,0.0439358,0.00216718
1747.8,87.5954,6.46159,0.0438989,0.00218631
1749.14,87.654,6.46453,0.0438619,0.00220567
1750.47,87.7125,6.46748,0.0438246,0.00222525
1751.81,87.771,6.47047,0.0437871,0.00224505
1753.14,87.8294,6.47348,0.0437493,0.00226507
1754.48,87.8878,6.47652,0.0437113,0.00228533
1755.81,87.9462,6.47958,0.0436731,0.00230582
1757.13,88.0038,6.48264,0.0436351,0.00232632
1758.45,88.0615,6.48573,0.0435968,0.00234705
1759.78,88.119,6.48884,0.0435583,0.00236802
1761.1,88.1765,6.49198,0.0435196,0.00238923
1762.42,88.234,6.49515,0.0434806,0.00241068
1763.69,88.2895,6.49825,0.0434428,0.00243164
1764.97,88.3449,6.50136,0.0434047,0.00245284
1766.25,88.4003,6.50451,0.0433663,0.00247427
1767.52,88.4556,6.50768,0.0433278,0.00249594
1768.78,88.5098,6.51082,0.0432898,0.00251742
1770.03,88.564,6.51398,0.0432516,0.00253914
1771.27,88.6176,6.51714,0.0432135,0.00256086
1772.51,88.6711,6.52033,0.0431753,0.00258281
1773.74,88.7245,6.52354,0.0431368,0.002605
1774.98,88.7779,6.52678,0.0430982,0.00262744
1776.22,88.8313,6.53005,0.0430593,0.00265011
